rank,competitor_name,stage,our_score_normalized,our_score,official_mean,official_rank,future_advancements,comment_count,comment_count_inc_likes,advanced,pred_advance
1,"Alexewicz, Piotr",stage4,0.8775217798383964,0.8929189627573918,21.3,3,0,250,4680.0,True,True
2,"Wang, Zitong",stage4,0.8322091877330628,0.8803668737964698,20.64,8,0,162,2522.0,True,True
3,"Yang, William",stage4,0.8268581290113131,0.8392911733426032,20.48,9,0,157,3461.0,True,True
4,"Li, Tianyou",stage4,0.7593606784668906,0.9039445526393239,19.09,11,0,82,1371.0,False,True
5,"Shindo, Miyu",stage4,0.7543970160602455,0.8969916330451252,19.72,10,0,312,11507.0,False,True
6,"Lyu, Tianyao",stage4,0.6859563469374601,0.8557234823924473,21.25,4,0,620,13835.0,True,True
7,"Lu, Eric",stage4,0.6856676358845079,0.7707530260252717,21.41,2,0,285,8922.0,True,True
8,"Chen, Kevin",stage4,0.6552640153851037,0.9187258355328891,21.58,1,0,33,793.0,True,True
9,"Khrikuli, David",stage4,0.6236866357238677,0.6486299986389115,20.72,7,0,42,2844.0,False,False
10,"Ong, Vincent",stage4,0.5993339428182796,0.8473007032863321,21.04,5,0,534,20454.0,True,False
11,"Kuwahara, Shiori",stage4,0.2454439705515365,0.8278646465414057,21.04,6,0,5,161.0,True,False
